Set,Card Name,Rarity,Text,Mana Cost,Type,Power,Toughness,CMC,Standard
Dissension,Cackling Flames,Common,"Cackling Flames deals 3 damage to target creature or player.
Hellbent â€” Cackling Flames deals 5 damage to that creature or player instead if you have no cards in hand.",{3}{R},Instant,,,4.0,No
Dissension,Flame-Kin War Scout,Uncommon,"When another creature enters the battlefield, sacrifice Flame-Kin War Scout. If you do, Flame-Kin War Scout deals 4 damage to that creature.",{3}{R},Creature,2,4,4.0,No
Dissension,Gnat Alley Creeper,Uncommon,Gnat Alley Creeper can't be blocked by creatures with flying.,{2}{R},Creature,3,1,3.0,No
Dissension,Ignorant Bliss,Uncommon,"Exile all cards from your hand face down. At the beginning of the next end step, return those cards to your hand, then draw a card.",{1}{R},Instant,,,2.0,No
Dissension,Kill-Suit Cultist,Common,"Kill-Suit Cultist attacks each combat if able.
{B}, Sacrifice Kill-Suit Cultist: The next time damage would be dealt to target creature this turn, destroy that creature instead.",{R},Creature,1,1,1.0,No
Dissension,Kindle the Carnage,Uncommon,"Discard a card at random. If you do, Kindle the Carnage deals damage equal to that card's converted mana cost to each creature. You may repeat this process any number of times.",{1}{R}{R},Sorcery,,,3.0,No
Dissension,Ogre Gatecrasher,Common,"When Ogre Gatecrasher enters the battlefield, destroy target creature with defender.",{3}{R},Creature,3,3,4.0,No
Dissension,Psychotic Fury,Common,"Target multicolored creature gains double strike until end of turn.
Draw a card.",{1}{R},Instant,,,2.0,No
Dissension,Sandstorm Eidolon,Common,"{R}, Sacrifice Sandstorm Eidolon: Target creature can't block this turn.
Whenever you cast a multicolored spell, you may return Sandstorm Eidolon from your graveyard to your hand.",{3}{R},Creature,2,2,4.0,No
Dissension,Squealing Devil,Uncommon,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
When Squealing Devil enters the battlefield, you may pay {X}. If you do, target creature gets +X/+0 until end of turn.
When Squealing Devil enters the battlefield, sacrifice it unless {B} was spent to cast it.",{1}{R},Creature,2,1,2.0,No
Dissension,Stormscale Anarch,Rare,"{2}{R}, Discard a card at random: Stormscale Anarch deals 2 damage to target creature or player. If the discarded card was multicolored, Stormscale Anarch deals 4 damage to that creature or player instead.",{2}{R}{R},Creature,2,2,4.0,No
Dissension,Taste for Mayhem,Common,"Enchant creature
Enchanted creature gets +2/+0.
Hellbent â€” Enchanted creature gets an additional +2/+0 as long as you have no cards in hand.",{R},Enchantment,,,1.0,No
Dissension,Utvara Scalper,Common,"Flying
Utvara Scalper attacks each combat if able.",{1}{R},Creature,1,2,2.0,No
Dissension,War's Toll,Rare,"Whenever an opponent taps a land for mana, tap all lands that player controls.
If a creature an opponent controls attacks, all creatures that opponent controls attack if able.",{3}{R},Enchantment,,,4.0,No
Dissension,Weight of Spires,Uncommon,Weight of Spires deals damage to target creature equal to the number of nonbasic lands that creature's controller controls.,{R},Instant,,,1.0,No
Dissension,Whiptail Moloch,Common,"When Whiptail Moloch enters the battlefield, it deals 3 damage to target creature you control.",{4}{R},Creature,6,3,5.0,No
Dissension,Cytospawn Shambler,Common,"Graft 6 (This creature enters the battlefield with six +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)
{G}: Target creature with a +1/+1 counter on it gains trample until end of turn.",{6}{G},Creature,0,0,7.0,No
Dissension,Elemental Resonance,Rare,"Enchant permanent
At the beginning of your precombat main phase, add mana equal to enchanted permanent's mana cost to your mana pool. (Mana cost includes color. If a mana symbol has multiple colors, choose one.)",{2}{G}{G},Enchantment,,,4.0,No
Dissension,Fertile Imagination,Uncommon,"Choose a card type. Target opponent reveals his or her hand. Create two 1/1 green Saproling creature tokens for each card of the chosen type revealed this way. (Artifact, creature, enchantment, instant, land, planeswalker, sorcery, and tribal are card types.)",{2}{G}{G},Sorcery,,,4.0,No
Dissension,Flash Foliage,Uncommon,"Cast Flash Foliage only during combat after blockers are declared.
Create a 1/1 green Saproling creature token that's blocking target creature attacking you.
Draw a card.",{2}{G},Instant,,,3.0,No
Dissension,Might of the Nephilim,Uncommon,Target creature gets +2/+2 until end of turn for each of its colors.,{1}{G},Instant,,,2.0,No
Dissension,Protean Hulk,Rare,"When Protean Hulk dies, search your library for any number of creature cards with total converted mana cost 6 or less and put them onto the battlefield. Then shuffle your library.",{5}{G}{G},Creature,6,6,7.0,No
Dissension,Simic Basilisk,Uncommon,"Graft 3 (This creature enters the battlefield with three +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)
{1}{G}: Until end of turn, target creature with a +1/+1 counter on it gains ""Whenever this creature deals combat damage to a creature, destroy that creature at end of combat.""",{4}{G}{G},Creature,0,0,6.0,No
Dissension,Simic Ragworm,Common,{U}: Untap Simic Ragworm.,{3}{G},Creature,3,3,4.0,No
Dissension,Sporeback Troll,Common,"Graft 2 (This creature enters the battlefield with two +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)
{1}{G}: Regenerate target creature with a +1/+1 counter on it.",{3}{G},Creature,0,0,4.0,No
Dissension,Sprouting Phytohydra,Rare,"Defender (This creature can't attack.)
Whenever Sprouting Phytohydra is dealt damage, you may create a token that's a copy of Sprouting Phytohydra.",{4}{G},Creature,0,2,5.0,No
Dissension,Stomp and Howl,Uncommon,Destroy target artifact and target enchantment.,{2}{G},Sorcery,,,3.0,No
Dissension,Street Savvy,Common,"Enchant creature
Enchanted creature gets +0/+2 and can block creatures with landwalk abilities as though they didn't have those abilities.",{G},Enchantment,,,1.0,No
Dissension,Utopia Sprawl,Common,"Enchant Forest
As Utopia Sprawl enters the battlefield, choose a color.
Whenever enchanted Forest is tapped for mana, its controller adds one mana of the chosen color to his or her mana pool (in addition to the mana the land produces).",{G},Enchantment,,,1.0,No
Dissension,Verdant Eidolon,Common,"{G}, Sacrifice Verdant Eidolon: Add three mana of any one color to your mana pool.
Whenever you cast a multicolored spell, you may return Verdant Eidolon from your graveyard to your hand.",{3}{G},Creature,2,2,4.0,No
Dissension,Anthem of Rakdos,Rare,"Whenever a creature you control attacks, it gets +2/+0 until end of turn and Anthem of Rakdos deals 1 damage to you.
Hellbent â€” As long as you have no cards in hand, if a source you control would deal damage to a creature or player, it deals double that damage to that creature or player instead.",{2}{B}{R}{R},Enchantment,,,5.0,No
Dissension,Assault Zeppelid,Common,"Flying, trample",{2}{G}{U},Creature,3,3,4.0,No
Dissension,Azorius Aethermage,Uncommon,"Whenever a permanent is returned to your hand, you may pay {1}. If you do, draw a card.",{1}{W}{U},Creature,1,1,3.0,No
Dissension,Azorius First-Wing,Common,"Flying, protection from enchantments",{W}{U},Creature,2,2,2.0,No
Dissension,Azorius Ploy,Uncommon,"Prevent all combat damage target creature would deal this turn.
Prevent all combat damage that would be dealt to target creature this turn.",{1}{W}{W}{U},Instant,,,4.0,No
Dissension,Cytoshape,Rare,Choose a nonlegendary creature on the battlefield. Target creature becomes a copy of that creature until end of turn.,{1}{G}{U},Instant,,,3.0,No
Dissension,Dread Slag,Rare,"Trample
Dread Slag gets -4/-4 for each card in your hand.",{3}{B}{R},Creature,9,9,5.0,No
Dissension,Experiment Kraj,Rare,"Experiment Kraj has all activated abilities of each other creature with a +1/+1 counter on it.
{T}: Put a +1/+1 counter on target creature.",{2}{G}{G}{U}{U},Creature,4,6,6.0,No
Dissension,Gobhobbler Rats,Common,"Hellbent â€” As long as you have no cards in hand, Gobhobbler Rats gets +1/+0 and has ""{B}: Regenerate Gobhobbler Rats.""",{B}{R},Creature,2,2,2.0,No
Dissension,Hellhole Rats,Uncommon,"Haste
When Hellhole Rats enters the battlefield, target player discards a card. Hellhole Rats deals damage to that player equal to that card's converted mana cost.",{2}{B}{R},Creature,2,2,4.0,No
Dissension,Isperia the Inscrutable,Rare,"Flying
Whenever Isperia the Inscrutable deals combat damage to a player, choose a card name. That player reveals his or her hand. If a card with the chosen name is revealed this way, search your library for a creature card with flying, reveal it, put it into your hand, then shuffle your library.",{1}{W}{W}{U}{U},Creature,3,6,5.0,No
Dissension,Jagged Poppet,Uncommon,"Whenever Jagged Poppet is dealt damage, discard that many cards.
Hellbent â€” Whenever Jagged Poppet deals combat damage to a player, if you have no cards in hand, that player discards cards equal to the damage.",{1}{B}{R},Creature,3,4,3.0,No
Dissension,"Lyzolda, the Blood Witch",Rare,"{2}, Sacrifice a creature: Lyzolda, the Blood Witch deals 2 damage to target creature or player if the sacrificed creature was red. Draw a card if the sacrificed creature was black.",{1}{B}{R},Creature,3,1,3.0,No
Dissension,Omnibian,Rare,{T}: Target creature becomes a Frog with base power and toughness 3/3 until end of turn.,{1}{G}{G}{U},Creature,3,3,4.0,No
Dissension,Pain Magnification,Uncommon,"Whenever an opponent is dealt 3 or more damage by a single source, that player discards a card.",{1}{B}{R},Enchantment,,,3.0,No
Dissension,Palliation Accord,Uncommon,"Whenever a creature an opponent controls becomes tapped, put a shield counter on Palliation Accord.
Remove a shield counter from Palliation Accord: Prevent the next 1 damage that would be dealt to you this turn.",{3}{W}{U},Enchantment,,,5.0,No
Dissension,Plumes of Peace,Common,"Enchant creature
Enchanted creature doesn't untap during its controller's untap step.
Forecast â€” {W}{U}, Reveal Plumes of Peace from your hand: Tap target creature. (Activate this ability only during your upkeep and only once each turn.)",{1}{W}{U},Enchantment,,,3.0,No
Dissension,Pride of the Clouds,Rare,"Flying
Pride of the Clouds gets +1/+1 for each other creature with flying on the battlefield.
Forecast â€” {2}{W}{U}, Reveal Pride of the Clouds from your hand: Create a 1/1 white and blue Bird creature token with flying. (Activate this ability only during your upkeep and only once each turn.)",{W}{U},Creature,1,1,2.0,No
Dissension,Rain of Gore,Rare,"If a spell or ability would cause its controller to gain life, that player loses that much life instead.",{B}{R},Enchantment,,,2.0,No
Dissension,Rakdos Augermage,Rare,"First strike
{T}: Reveal your hand and discard a card of target opponent's choice. Then that player reveals his or her hand and discards a card of your choice. Activate this ability only any time you could cast a sorcery.",{B}{B}{R},Creature,3,2,3.0,No
Dissension,Rakdos Ickspitter,Common,{T}: Rakdos Ickspitter deals 1 damage to target creature and that creature's controller loses 1 life.,{1}{B}{R},Creature,1,1,3.0,No
Dissension,Rakdos the Defiler,Rare,"Flying, trample
Whenever Rakdos the Defiler attacks, sacrifice half the non-Demon permanents you control, rounded up.
Whenever Rakdos deals combat damage to a player, that player sacrifices half the non-Demon permanents he or she controls, rounded up.",{2}{B}{B}{R}{R},Creature,7,6,6.0,No
Dissension,Sky Hussar,Uncommon,"Flying
When Sky Hussar enters the battlefield, untap all creatures you control.
Forecast â€” Tap two untapped white and/or blue creatures you control, Reveal Sky Hussar from your hand: Draw a card. (Activate this ability only during your upkeep and only once each turn.)",{3}{W}{U},Creature,4,3,5.0,No
Dissension,Swift Silence,Rare,Counter all other spells. Draw a card for each spell countered this way.,{2}{W}{U}{U},Instant,,,5.0,No
Dissension,Twinstrike,Uncommon,"Twinstrike deals 2 damage to each of two target creatures.
Hellbent â€” Destroy those creatures instead if you have no cards in hand.",{3}{B}{R},Instant,,,5.0,No
Dissension,Vigean Hydropon,Common,"Graft 5 (This creature enters the battlefield with five +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)
Vigean Hydropon can't attack or block.",{1}{G}{U},Creature,0,0,3.0,No
Dissension,Vigean Intuition,Uncommon,"Choose a card type, then reveal the top four cards of your library. Put all cards of the chosen type revealed this way into your hand and the rest into your graveyard. (Artifact, creature, enchantment, instant, land, planeswalker, sorcery, and tribal are card types.)",{3}{G}{U},Instant,,,5.0,No
Dissension,Dovescape,Rare,"({W/U} can be paid with either {W} or {U}.)
Whenever a player casts a noncreature spell, counter that spell. That player creates X 1/1 white and blue Bird creature tokens with flying, where X is the spell's converted mana cost.",{3}{W/U}{W/U}{W/U},Enchantment,,,6.0,No
Dissension,Minister of Impediments,Common,"({W/U} can be paid with either {W} or {U}.)
{T}: Tap target creature.",{2}{W/U},Creature,1,1,3.0,No
Dissension,Riot Spikes,Common,"({B/R} can be paid with either {B} or {R}.)
Enchant creature
Enchanted creature gets +2/-1.",{B/R},Enchantment,,,1.0,No
Dissension,Shielding Plax,Common,"({G/U} can be paid with either {G} or {U}.)
Enchant creature
When Shielding Plax enters the battlefield, draw a card.
Enchanted creature can't be the target of spells or abilities your opponents control.",{2}{G/U},Enchantment,,,3.0,No
Dissension,Simic Guildmage,Uncommon,"({G/U} can be paid with either {G} or {U}.)
{1}{G}: Move a +1/+1 counter from target creature onto another target creature with the same controller.
{1}{U}: Attach target Aura attached to a permanent to another permanent with the same controller.",{G/U}{G/U},Creature,2,2,2.0,No
Dissension,Bound,Rare,"Sacrifice a creature. Return up to X cards from your graveyard to your hand, where X is the number of colors that creature was. Exile this card.",{3}{B}{G},Instant,,,5.0,No
Dissension,Determined,Rare,"Other spells you control can't be countered by spells or abilities this turn.
Draw a card.",{G}{U},Instant,,,2.0,No
Dissension,Crime,Rare,Put target creature or enchantment card from an opponent's graveyard onto the battlefield under your control.,{3}{W}{B},Sorcery,,,5.0,No
Dissension,Punishment,Rare,"Destroy each artifact, creature, and enchantment with converted mana cost X.",{X}{B}{G},Sorcery,,,2.0,No
Dissension,Hide,Rare,Put target artifact or enchantment on the bottom of its owner's library.,{R}{W},Instant,,,2.0,No
Dissension,Seek,Rare,Search target opponent's library for a card and exile it. You gain life equal to its converted mana cost. Then that player shuffles his or her library.,{W}{B},Instant,,,2.0,No
Dissension,Hit,Uncommon,Target player sacrifices an artifact or creature. Hit deals damage to that player equal to that permanent's converted mana cost.,{1}{B}{R},Instant,,,3.0,No
Dissension,Run,Uncommon,Attacking creatures you control get +1/+0 until end of turn for each other attacking creature.,{3}{R}{G},Instant,,,5.0,No
Dissension,Odds,Rare,"Flip a coin. If it comes up heads, counter target instant or sorcery spell. If it comes up tails, copy that spell and you may choose new targets for the copy.",{U}{R},Instant,,,2.0,No
Dissension,Ends,Rare,Target player sacrifices two attacking creatures.,{3}{R}{W},Instant,,,5.0,No
Dissension,Pure,Uncommon,Destroy target multicolored permanent.,{1}{R}{G},Sorcery,,,3.0,No
Dissension,Simple,Uncommon,Destroy all Auras and Equipment.,{1}{G}{W},Sorcery,,,3.0,No
Dissension,Research,Rare,Choose up to four cards you own from outside the game and shuffle them into your library.,{G}{U},Instant,,,2.0,No
Dissension,Development,Rare,Create a 3/1 red Elemental creature token unless any opponent has you draw a card. Repeat this process two more times.,{3}{U}{R},Instant,,,5.0,No
Dissension,Supply,Uncommon,Create X 1/1 green Saproling creature tokens.,{X}{G}{W},Sorcery,,,2.0,No
Dissension,Demand,Uncommon,"Search your library for a multicolored card, reveal it, and put it into your hand. Then shuffle your library.",{1}{W}{U},Sorcery,,,3.0,No
Dissension,Bronze Bombshell,Rare,"When a player other than Bronze Bombshell's owner controls it, that player sacrifices it. If the player does, Bronze Bombshell deals 7 damage to him or her.",{4},Artifact,,,4.0,No
Dissension,Evolution Vat,Rare,"{3}, {T}: Tap target creature and put a +1/+1 counter on it. Until end of turn, that creature gains ""{2}{G}{U}: Double the number of +1/+1 counters on this creature.""",{3},Artifact,,,3.0,No
Dissension,Magewright's Stone,Uncommon,"{1}, {T}: Untap target creature that has an activated ability with {T} in its cost.",{2},Artifact,,,2.0,No
Dissension,Muse Vessel,Rare,"{3}, {T}: Target player exiles a card from his or her hand. Activate this ability only any time you could cast a sorcery.
{1}: Choose a card exiled with Muse Vessel. You may play that card this turn.",{4},Artifact,,,4.0,No
Dissension,Rakdos Riteknife,Rare,"Equipped creature gets +1/+0 for each blood counter on Rakdos Riteknife and has ""{T}, Sacrifice a creature: Put a blood counter on Rakdos Riteknife.""
{B}{R}, Sacrifice Rakdos Riteknife: Target player sacrifices a permanent for each blood counter on Rakdos Riteknife.
Equip {2}",{2},Artifact,,,2.0,No
Dissension,Skullmead Cauldron,Uncommon,"{T}: You gain 1 life.
{T}, Discard a card: You gain 3 life.",{4},Artifact,,,4.0,No
Dissension,Transguild Courier,Uncommon,,{4},Artifact,,,4.0,No
Dissension,Walking Archive,Rare,"Defender (This creature can't attack.)
Walking Archive enters the battlefield with a +1/+1 counter on it.
At the beginning of each player's upkeep, that player draws a card for each +1/+1 counter on Walking Archive.
{2}{W}{U}: Put a +1/+1 counter on Walking Archive.",{3},Artifact,,,3.0,No
Dissension,Pillar of the Paruns,Rare,{T}: Add one mana of any color to your mana pool. Spend this mana only to cast a multicolored spell.,,Land,,,0.0,No
Dissension,"Prahv, Spires of Order",Uncommon,"{T}: Add {C} to your mana pool.
{4}{W}{U}, {T}: Prevent all damage a source of your choice would deal this turn.",,Land,,,0.0,No
Dissension,"Rix Maadi, Dungeon Palace",Uncommon,"{T}: Add {C} to your mana pool.
{1}{B}{R}, {T}: Each player discards a card. Activate this ability only any time you could cast a sorcery.",,Land,,,0.0,No
Dragon's Maze,Boros Mastiff,Common,"Battalion â€” Whenever Boros Mastiff and at least two other creatures attack, Boros Mastiff gains lifelink until end of turn. (Damage dealt by a creature with lifelink also causes its controller to gain that much life.)",{1}{W},Creature,2,2,2.0,No
Dragon's Maze,Haazda Snare Squad,Common,"Whenever Haazda Snare Squad attacks, you may pay {W}. If you do, tap target creature an opponent controls.",{2}{W},Creature,1,4,3.0,No
Dragon's Maze,Lyev Decree,Common,"Detain up to two target creatures your opponents control. (Until your next turn, those creatures can't attack or block and their activated abilities can't be activated.)",{1}{W},Sorcery,,,2.0,No
Dragon's Maze,Maze Sentinel,Common,"Vigilance
Multicolored creatures you control have vigilance.",{5}{W},Creature,3,6,6.0,No
Dragon's Maze,Renounce the Guilds,Rare,Each player sacrifices a multicolored permanent.,{1}{W},Instant,,,2.0,No
Dragon's Maze,Riot Control,Common,You gain 1 life for each creature your opponents control. Prevent all damage that would be dealt to you this turn.,{2}{W},Instant,,,3.0,No
Dragon's Maze,Scion of Vitu-Ghazi,Rare,"When Scion of Vitu-Ghazi enters the battlefield, if you cast it from your hand, create a 1/1 white Bird creature token with flying, then populate. (Create a token that's a copy of a creature token you control.)",{3}{W}{W},Creature,4,4,5.0,No
Dragon's Maze,Steeple Roc,Common,"Flying, first strike",{4}{W},Creature,3,1,5.0,No
Dragon's Maze,Sunspire Gatekeepers,Common,"When Sunspire Gatekeepers enters the battlefield, if you control two or more Gates, create a 2/2 white Knight creature token with vigilance.",{3}{W},Creature,2,4,4.0,No
Dragon's Maze,Aetherling,Rare,"{U}: Exile Aetherling. Return it to the battlefield under its owner's control at the beginning of the next end step.
{U}: Aetherling can't be blocked this turn.
{1}: Aetherling gets +1/-1 until end of turn.
{1}: Aetherling gets -1/+1 until end of turn.",{4}{U}{U},Creature,4,5,6.0,No
Dragon's Maze,Hidden Strings,Common,"You may tap or untap target permanent, then you may tap or untap another target permanent.
Cipher (Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)",{1}{U},Sorcery,,,2.0,No
Dragon's Maze,Maze Glider,Common,"Flying
Multicolored creatures you control have flying.",{5}{U},Creature,3,5,6.0,No
Dragon's Maze,Mindstatic,Common,Counter target spell unless its controller pays {6}.,{3}{U},Instant,,,4.0,No
Dragon's Maze,Murmuring Phantasm,Common,Defender,{1}{U},Creature,0,5,2.0,No
Dragon's Maze,Opal Lake Gatekeepers,Common,"When Opal Lake Gatekeepers enters the battlefield, if you control two or more Gates, you may draw a card.",{3}{U},Creature,2,4,4.0,No
Dragon's Maze,Runner's Bane,Common,"Enchant creature with power 3 or less
When Runner's Bane enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",{1}{U},Enchantment,,,2.0,No
Dragon's Maze,Trait Doctoring,Rare,"Change the text of target permanent by replacing all instances of one color word with another or one basic land type with another until end of turn.
Cipher (Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)",{U},Sorcery,,,1.0,No
Dragon's Maze,Uncovered Clues,Common,Look at the top four cards of your library. You may reveal up to two instant and/or sorcery cards from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in any order.,{2}{U},Sorcery,,,3.0,No
Dragon's Maze,Bane Alley Blackguard,Common,,{1}{B},Creature,1,3,2.0,No
Dragon's Maze,Blood Scrivener,Rare,"If you would draw a card while you have no cards in hand, instead draw two cards and lose 1 life.",{1}{B},Creature,2,1,2.0,No
Dragon's Maze,Crypt Incursion,Common,Exile all creature cards from target player's graveyard. You gain 3 life for each card exiled this way.,{2}{B},Instant,,,3.0,No
Dragon's Maze,Fatal Fumes,Common,Target creature gets -4/-2 until end of turn.,{3}{B},Instant,,,4.0,No
Dragon's Maze,Hired Torturer,Common,"Defender
{3}{B}, {T}: Target opponent loses 2 life, then reveals a card at random from his or her hand.",{2}{B},Creature,2,3,3.0,No
Dragon's Maze,Maze Abomination,Common,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Multicolored creatures you control have deathtouch.",{5}{B},Creature,4,5,6.0,No
Dragon's Maze,Sinister Possession,Common,"Enchant creature
Whenever enchanted creature attacks or blocks, its controller loses 2 life.",{B},Enchantment,,,1.0,No
Dragon's Maze,Ubul Sar Gatekeepers,Common,"When Ubul Sar Gatekeepers enters the battlefield, if you control two or more Gates, target creature an opponent controls gets -2/-2 until end of turn.",{3}{B},Creature,2,4,4.0,No
Dragon's Maze,Awe for the Guilds,Common,Monocolored creatures can't block this turn.,{2}{R},Sorcery,,,3.0,No
Dragon's Maze,Maze Rusher,Common,"Haste
Multicolored creatures you control have haste.",{5}{R},Creature,6,3,6.0,No
Dragon's Maze,Possibility Storm,Rare,"Whenever a player casts a spell from his or her hand, that player exiles it, then exiles cards from the top of his or her library until he or she exiles a card that shares a card type with it. That player may cast that card without paying its mana cost. Then he or she puts all cards exiled with Possibility Storm on the bottom of his or her library in a random order.",{3}{R}{R},Enchantment,,,5.0,No
Dragon's Maze,Punish the Enemy,Common,Punish the Enemy deals 3 damage to target player and 3 damage to target creature.,{4}{R},Instant,,,5.0,No
Dragon's Maze,Riot Piker,Common,"First strike
Riot Piker attacks each combat if able.",{1}{R},Creature,2,1,2.0,No
Dragon's Maze,Smelt-Ward Gatekeepers,Common,"When Smelt-Ward Gatekeepers enters the battlefield, if you control two or more Gates, gain control of target creature an opponent controls until end of turn. Untap that creature. It gains haste until end of turn.",{3}{R},Creature,2,4,4.0,No
Dragon's Maze,Weapon Surge,Common,"Target creature you control gets +1/+0 and gains first strike until end of turn.
Overload {1}{R} (You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ""target"" with ""each."")",{R},Instant,,,1.0,No
Dragon's Maze,Battering Krasis,Common,"Trample
Evolve (Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)",{2}{G},Creature,2,1,3.0,No
Dragon's Maze,Kraul Warrior,Common,{5}{G}: Kraul Warrior gets +3/+3 until end of turn.,{1}{G},Creature,2,2,2.0,No
Dragon's Maze,Maze Behemoth,Common,"Trample
Multicolored creatures you control have trample.",{5}{G},Creature,5,4,6.0,No
Dragon's Maze,Mending Touch,Common,Regenerate target creature.,{G},Instant,,,1.0,No
Dragon's Maze,Mutant's Prey,Common,Target creature you control with a +1/+1 counter on it fights target creature an opponent controls. (Each deals damage equal to its power to the other.),{G},Instant,,,1.0,No
Dragon's Maze,Phytoburst,Common,Target creature gets +5/+5 until end of turn.,{1}{G},Sorcery,,,2.0,No
Dragon's Maze,Renegade Krasis,Rare,"Evolve (Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)
Whenever Renegade Krasis evolves, put a +1/+1 counter on each other creature you control with a +1/+1 counter on it.",{1}{G}{G},Creature,3,2,3.0,No
Dragon's Maze,Saruli Gatekeepers,Common,"When Saruli Gatekeepers enters the battlefield, if you control two or more Gates, you gain 7 life.",{3}{G},Creature,2,4,4.0,No
Dragon's Maze,Skylasher,Rare,"Flash
Skylasher can't be countered.
Reach, protection from blue",{1}{G},Creature,2,2,2.0,No
Dragon's Maze,Thrashing Mossdog,Common,"Reach (This creature can block creatures with flying.)
Scavenge {4}{G}{G} ({4}{G}{G}, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this card's power on target creature. Scavenge only as a sorcery.)",{3}{G},Creature,3,3,4.0,No
Dragon's Maze,Armored Wolf-Rider,Common,,{3}{G}{W},Creature,4,6,5.0,No
Dragon's Maze,Beetleform Mage,Common,{G}{U}: Beetleform Mage gets +2/+2 and gains flying until end of turn. Activate this ability only once each turn.,{1}{G}{U},Creature,2,2,3.0,No
Dragon's Maze,Blast of Genius,Uncommon,"Choose target creature or player. Draw three cards, then discard a card. Blast of Genius deals damage equal to the discarded card's converted mana cost to that creature or player.",{4}{U}{R},Sorcery,,,6.0,No
Dragon's Maze,Blaze Commando,Uncommon,"Whenever an instant or sorcery spell you control deals damage, create two 1/1 red and white Soldier creature tokens with haste.",{3}{R}{W},Creature,5,3,5.0,No
Dragon's Maze,Boros Battleshaper,Rare,"At the beginning of each combat, up to one target creature attacks or blocks this combat if able and up to one target creature can't attack or block this combat.",{5}{R}{W},Creature,5,5,7.0,No
Dragon's Maze,Council of the Absolute,Mythic Rare,"As Council of the Absolute enters the battlefield, choose a noncreature, nonland card name.
Your opponents can't cast spells with the chosen name.
Spells with the chosen name you cast cost {2} less to cast.",{2}{W}{U},Creature,2,4,4.0,No
Dragon's Maze,Deadbridge Chant,Mythic Rare,"When Deadbridge Chant enters the battlefield, put the top ten cards of your library into your graveyard.
At the beginning of your upkeep, choose a card at random in your graveyard. If it's a creature card, put it onto the battlefield. Otherwise, put it into your hand.",{4}{B}{G},Enchantment,,,6.0,No
Dragon's Maze,Debt to the Deathless,Uncommon,Each opponent loses two times X life. You gain life equal to the life lost this way.,{X}{W}{W}{B}{B},Sorcery,,,4.0,No
Dragon's Maze,Dragonshift,Rare,"Until end of turn, target creature you control becomes a blue and red Dragon with base power and toughness 4/4, loses all abilities, and gains flying.
Overload {3}{U}{U}{R}{R} (You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ""target"" with ""each."")",{1}{U}{R},Instant,,,3.0,No
Dragon's Maze,Drown in Filth,Common,"Choose target creature. Put the top four cards of your library into your graveyard, then that creature gets -1/-1 until end of turn for each land card in your graveyard.",{B}{G},Sorcery,,,2.0,No
Dragon's Maze,Emmara Tandris,Rare,Prevent all damage that would be dealt to creature tokens you control.,{5}{G}{W},Creature,5,7,7.0,No
Dragon's Maze,"Exava, Rakdos Blood Witch",Rare,"First strike, haste
Unleash (You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.)
Each other creature you control with a +1/+1 counter on it has haste.",{2}{B}{R},Creature,3,3,4.0,No
Dragon's Maze,Fluxcharger,Uncommon,"Flying
Whenever you cast an instant or sorcery spell, you may switch Fluxcharger's power and toughness until end of turn.",{2}{U}{R},Creature,1,5,4.0,No
Dragon's Maze,Gleam of Battle,Uncommon,"Whenever a creature you control attacks, put a +1/+1 counter on it.",{4}{R}{W},Enchantment,,,6.0,No
Dragon's Maze,Goblin Test Pilot,Uncommon,"Flying
{T}: Goblin Test Pilot deals 2 damage to target creature or player chosen at random.",{1}{U}{R},Creature,0,2,3.0,No
Dragon's Maze,Haunter of Nightveil,Uncommon,Creatures your opponents control get -1/-0.,{3}{U}{B},Creature,3,4,5.0,No
Dragon's Maze,Jelenn Sphinx,Uncommon,"Flying, vigilance
Whenever Jelenn Sphinx attacks, other attacking creatures get +1/+1 until end of turn.",{3}{W}{U},Creature,1,5,5.0,No
Dragon's Maze,Korozda Gorgon,Uncommon,"Deathtouch
{2}, Remove a +1/+1 counter from a creature you control: Target creature gets -1/-1 until end of turn.",{3}{B}{G},Creature,2,5,5.0,No
